1998-07-14 22:00,4788,36157996
1998-07-14 22:01,4958,22311567
1998-07-14 22:02,4698,21538127
1998-07-14 22:03,4754,20716156
1998-07-14 22:04,4948,22196390
1998-07-14 22:05,5230,25410816
1998-07-14 22:06,5096,25514012
1998-07-14 22:07,5132,26117961
1998-07-14 22:08,5269,24027979
1998-07-14 22:09,4753,21537379
1998-07-14 22:10,5234,27632709
1998-07-14 22:11,4793,26339324
1998-07-14 22:12,4694,22819854
1998-07-14 22:13,4805,29562912
1998-07-14 22:14,4528,24084550
1998-07-14 22:15,4484,33375688
1998-07-14 22:16,4385,24816870
1998-07-14 22:17,4587,26245120
1998-07-14 22:18,4878,29967646
1998-07-14 22:19,4887,39712254
1998-07-14 22:20,5206,34913383
1998-07-14 22:21,4848,27769355
1998-07-14 22:22,4630,27963950
1998-07-14 22:23,4207,26405973
1998-07-14 22:24,4373,24148694
1998-07-14 22:25,4737,27996877
1998-07-14 22:26,4697,20471006
1998-07-14 22:27,4723,25142872
1998-07-14 22:28,4788,26619422
1998-07-14 22:29,5154,21017733
1998-07-14 22:30,4643,20412494
1998-07-14 22:31,4693,24951489
1998-07-14 22:32,4908,20329899
1998-07-14 22:33,4345,20129410
1998-07-14 22:34,4815,22132475
1998-07-14 22:35,4984,24529843
1998-07-14 22:36,4440,23884106
1998-07-14 22:37,4551,21126048
1998-07-14 22:38,4406,19664942
1998-07-14 22:39,4347,18104002
1998-07-14 22:40,4095,18823042
1998-07-14 22:41,3775,20156414
1998-07-14 22:42,3964,19742976
1998-07-14 22:43,4046,20460780
1998-07-14 22:44,4393,19910874
1998-07-14 22:45,4515,22902955
1998-07-14 22:46,4592,22051917
1998-07-14 22:47,4621,20631053
1998-07-14 22:48,4634,27414241
1998-07-14 22:49,4173,21498597
1998-07-14 22:50,4415,20928111
1998-07-14 22:51,4306,18266343
1998-07-14 22:52,4060,20283671
1998-07-14 22:53,4196,20038966
1998-07-14 22:54,4236,20701742
1998-07-14 22:55,4600,20418467
1998-07-14 22:56,3985,18663692
1998-07-14 22:57,4083,21324287
1998-07-14 22:58,4332,24746175
1998-07-14 22:59,4090,23748426
1998-07-14 23:00,4440,20321512
1998-07-14 23:01,4422,22003136
1998-07-14 23:02,4390,20692247
1998-07-14 23:03,4728,21628903
1998-07-14 23:04,4845,24291408
1998-07-14 23:05,4559,19922674
1998-07-14 23:06,4203,28768318
1998-07-14 23:07,4225,23313471
1998-07-14 23:08,4385,21809697
1998-07-14 23:09,4717,25886069
1998-07-14 23:10,4380,26612172
1998-07-14 23:11,4410,26141709
1998-07-14 23:12,4290,25895620
1998-07-14 23:13,4393,26625054
1998-07-14 23:14,4730,24981347
1998-07-14 23:15,4857,26737048
1998-07-14 23:16,4085,19611414
1998-07-14 23:17,3944,21360031
1998-07-14 23:18,3645,21146872
1998-07-14 23:19,4011,19343780
1998-07-14 23:20,4031,26326388
1998-07-14 23:21,4004,21290151
1998-07-14 23:22,4135,19486532
1998-07-14 23:23,4338,26126094
1998-07-14 23:24,4183,19931755
1998-07-14 23:25,4266,19527566
1998-07-14 23:26,3639,21416267
1998-07-14 23:27,4196,24253449
1998-07-14 23:28,3701,20384392
1998-07-14 23:29,4132,37076218
1998-07-14 23:30,4126,20142929
1998-07-14 23:31,4131,20882015
1998-07-14 23:32,4000,19954096
1998-07-14 23:33,4176,16568838
1998-07-14 23:34,4396,22665367
1998-07-14 23:35,4215,18158613
1998-07-14 23:36,3937,24587647
1998-07-14 23:37,3826,28246373
1998-07-14 23:38,3629,19675186
1998-07-14 23:39,3695,21590478
1998-07-14 23:40,4266,28240767
1998-07-14 23:41,4188,25909283
1998-07-14 23:42,4006,19410967
1998-07-14 23:43,3911,18735460
1998-07-14 23:44,3610,18502727
1998-07-14 23:45,3648,18758765
1998-07-14 23:46,3562,20390087
1998-07-14 23:47,3638,14770115
1998-07-14 23:48,3331,20950824
1998-07-14 23:49,3897,20408872
1998-07-14 23:50,4049,22081433
1998-07-14 23:51,4042,18974065
1998-07-14 23:52,3838,21092710
1998-07-14 23:53,4035,24183621
1998-07-14 23:54,3866,22512278
1998-07-14 23:55,3429,23624078
1998-07-14 23:56,3597,20015761
1998-07-14 23:57,3662,21998799
1998-07-14 23:58,3650,29642440
1998-07-14 23:59,3612,16001658
1998-07-15 00:00,3523,22463670
1998-07-15 00:01,3885,19001828
1998-07-15 00:02,4396,19941322
1998-07-15 00:03,3715,18649551
1998-07-15 00:04,4251,18970356
1998-07-15 00:05,4373,17114296
1998-07-15 00:06,3924,19606517
1998-07-15 00:07,3964,22366599
1998-07-15 00:08,3986,18524447
1998-07-15 00:09,4374,20257361
1998-07-15 00:10,4514,23119723
1998-07-15 00:11,4771,23436746
1998-07-15 00:12,4527,20455257
1998-07-15 00:13,4766,24572204
1998-07-15 00:14,4386,26661484
1998-07-15 00:15,4366,24442475
1998-07-15 00:16,4296,23554206
1998-07-15 00:17,3845,35614406
1998-07-15 00:18,4266,20982254
1998-07-15 00:19,4294,21312631
1998-07-15 00:20,4293,19584842
1998-07-15 00:21,4627,18519783
1998-07-15 00:22,4447,20570581
1998-07-15 00:23,4118,28849745
1998-07-15 00:24,4330,22421870
1998-07-15 00:25,4172,16409157
1998-07-15 00:26,4153,20228111
1998-07-15 00:27,3638,23460881
1998-07-15 00:28,3854,44386286
1998-07-15 00:29,3618,17913856
1998-07-15 00:30,3438,17681532
1998-07-15 00:31,3995,21670577
1998-07-15 00:32,3838,25471080
1998-07-15 00:33,3811,19673674
1998-07-15 00:34,3890,18903410
1998-07-15 00:35,3711,17271635
1998-07-15 00:36,3975,17238430
1998-07-15 00:37,4244,18669575
1998-07-15 00:38,3868,20307381
1998-07-15 00:39,3782,21392527
1998-07-15 00:40,4161,23448492
1998-07-15 00:41,3961,17948075
1998-07-15 00:42,4080,22460474
1998-07-15 00:43,4628,16839694
1998-07-15 00:44,4195,25348321
1998-07-15 00:45,4129,23589209
1998-07-15 00:46,4111,16001758
1998-07-15 00:47,4430,25823542
1998-07-15 00:48,4155,19102326
1998-07-15 00:49,4260,16483452
1998-07-15 00:50,4441,25562791
1998-07-15 00:51,4164,17834796
1998-07-15 00:52,4890,25828191
1998-07-15 00:53,4564,21355472
1998-07-15 00:54,3927,19501644
1998-07-15 00:55,4213,20883336
1998-07-15 00:56,4088,15908054
1998-07-15 00:57,4141,18717820
1998-07-15 00:58,3923,16777449
1998-07-15 00:59,3681,15148787
1998-07-15 01:00,3964,17068828
1998-07-15 01:01,3757,18339342
1998-07-15 01:02,3955,22125505
1998-07-15 01:03,3881,24617650
1998-07-15 01:04,3893,23183128
1998-07-15 01:05,3824,19988027
1998-07-15 01:06,3841,21143321
1998-07-15 01:07,3762,21071638
1998-07-15 01:08,3781,21035907
1998-07-15 01:09,4281,21000282
1998-07-15 01:10,4084,27632789
1998-07-15 01:11,3778,22699520
1998-07-15 01:12,4317,27664947
1998-07-15 01:13,3866,20693156
1998-07-15 01:14,4203,19090838
1998-07-15 01:15,4247,21669380
1998-07-15 01:16,4075,20768522
1998-07-15 01:17,4131,18752013
1998-07-15 01:18,3605,14773086
1998-07-15 01:19,3582,18062920
1998-07-15 01:20,3485,15128729
1998-07-15 01:21,3970,15783542
1998-07-15 01:22,3809,19126823
1998-07-15 01:23,3784,18720789
1998-07-15 01:24,4293,21377947
1998-07-15 01:25,4019,17984165
1998-07-15 01:26,4358,21465072
1998-07-15 01:27,3728,22143977
1998-07-15 01:28,3677,24611897
1998-07-15 01:29,4298,18735471
1998-07-15 01:30,4322,17517571
1998-07-15 01:31,3940,18823680
1998-07-15 01:32,3930,15287464
1998-07-15 01:33,3578,19975587
1998-07-15 01:34,3869,16232156
1998-07-15 01:35,4261,18227273
1998-07-15 01:36,4042,17270483
1998-07-15 01:37,4114,20993527
1998-07-15 01:38,3613,15069329
1998-07-15 01:39,3681,15347171
1998-07-15 01:40,3539,15806181
1998-07-15 01:41,3487,17257038
1998-07-15 01:42,3765,21205106
1998-07-15 01:43,3791,15537912
1998-07-15 01:44,3721,19198786
1998-07-15 01:45,3706,22050566
1998-07-15 01:46,4031,23496683
1998-07-15 01:47,4039,16711904
1998-07-15 01:48,4125,19776381
1998-07-15 01:49,4421,16444144
1998-07-15 01:50,4610,18672189
1998-07-15 01:51,4417,18435917
1998-07-15 01:52,4238,20626801
1998-07-15 01:53,3627,17754272
1998-07-15 01:54,3807,17458227
1998-07-15 01:55,4391,18559929
1998-07-15 01:56,4282,22546622
1998-07-15 01:57,3861,21788005
1998-07-15 01:58,4564,19284011
1998-07-15 01:59,4110,20357003
1998-07-15 02:00,3896,18685419
1998-07-15 02:01,4029,19549836
1998-07-15 02:02,3698,17569451
1998-07-15 02:03,3484,18796071
1998-07-15 02:04,3666,22930791
1998-07-15 02:05,3853,20126577
1998-07-15 02:06,3823,21204554
1998-07-15 02:07,4381,22801986
1998-07-15 02:08,4137,18957145
1998-07-15 02:09,3781,19376751
1998-07-15 02:10,4173,21984325
1998-07-15 02:11,3762,17560060
1998-07-15 02:12,3881,25628367
1998-07-15 02:13,3755,21161734
1998-07-15 02:14,4042,22873344
1998-07-15 02:15,3947,16985832
1998-07-15 02:16,3865,20742481
1998-07-15 02:17,3795,17359132
1998-07-15 02:18,3990,20306549
1998-07-15 02:19,3719,21176310
1998-07-15 02:20,3782,17666870
1998-07-15 02:21,3814,20435207
1998-07-15 02:22,3383,13292721
1998-07-15 02:23,3398,14986218
1998-07-15 02:24,3411,15542423
1998-07-15 02:25,3849,17083864
1998-07-15 02:26,3946,19860275
1998-07-15 02:27,3716,16192826
1998-07-15 02:28,3876,15069425
1998-07-15 02:29,3995,18024668
1998-07-15 02:30,3671,17916639
1998-07-15 02:31,3394,13011735
1998-07-15 02:32,3125,15427462
1998-07-15 02:33,3443,14994256
1998-07-15 02:34,3714,22647494
